LABEL: 11 y_Depression


001, Loss: 2403.835, TrPRC: 0.265, TrAcc: 0.468, VaPRC: 0.292, VaAcc: 0.486, TePRC: 0.272, TeAcc: 0.497
002, Loss: 2402.803, TrPRC: 0.266, TrAcc: 0.467, VaPRC: 0.311, VaAcc: 0.358, TePRC: 0.242, TeAcc: 0.309
003, Loss: 2400.549, TrPRC: 0.269, TrAcc: 0.309, VaPRC: 0.313, VaAcc: 0.351, TePRC: 0.236, TeAcc: 0.289
004, Loss: 2402.790, TrPRC: 0.264, TrAcc: 0.287, VaPRC: 0.318, VaAcc: 0.358, TePRC: 0.246, TeAcc: 0.295
005, Loss: 2401.695, TrPRC: 0.273, TrAcc: 0.293, VaPRC: 0.327, VaAcc: 0.365, TePRC: 0.257, TeAcc: 0.309
006, Loss: 2401.142, TrPRC: 0.282, TrAcc: 0.307, VaPRC: 0.344, VaAcc: 0.426, TePRC: 0.276, TeAcc: 0.463
007, Loss: 2399.433, TrPRC: 0.291, TrAcc: 0.428, VaPRC: 0.347, VaAcc: 0.520, TePRC: 0.310, TeAcc: 0.557
008, Loss: 2397.167, TrPRC: 0.339, TrAcc: 0.548, VaPRC: 0.408, VaAcc: 0.547, TePRC: 0.439, TeAcc: 0.570
009, Loss: 2395.832, TrPRC: 0.370, TrAcc: 0.574, VaPRC: 0.374, VaAcc: 0.547, TePRC: 0.399, TeAcc: 0.591
010, Loss: 2394.308, TrPRC: 0.372, TrAcc: 0.596, VaPRC: 0.385, VaAcc: 0.676, TePRC: 0.438, TeAcc: 0.711
011, Loss: 2395.037, TrPRC: 0.362, TrAcc: 0.713, VaPRC: 0.385, VaAcc: 0.682, TePRC: 0.435, TeAcc: 0.738
012, Loss: 2393.550, TrPRC: 0.375, TrAcc: 0.719, VaPRC: 0.427, VaAcc: 0.527, TePRC: 0.446, TeAcc: 0.591
013, Loss: 2393.735, TrPRC: 0.366, TrAcc: 0.593, VaPRC: 0.428, VaAcc: 0.547, TePRC: 0.448, TeAcc: 0.604
014, Loss: 2393.103, TrPRC: 0.366, TrAcc: 0.630, VaPRC: 0.432, VaAcc: 0.608, TePRC: 0.439, TeAcc: 0.658
015, Loss: 2391.610, TrPRC: 0.366, TrAcc: 0.656, VaPRC: 0.434, VaAcc: 0.601, TePRC: 0.442, TeAcc: 0.658
016, Loss: 2390.603, TrPRC: 0.368, TrAcc: 0.652, VaPRC: 0.430, VaAcc: 0.514, TePRC: 0.443, TeAcc: 0.604
017, Loss: 2388.709, TrPRC: 0.376, TrAcc: 0.599, VaPRC: 0.371, VaAcc: 0.385, TePRC: 0.456, TeAcc: 0.416
018, Loss: 2392.514, TrPRC: 0.346, TrAcc: 0.384, VaPRC: 0.369, VaAcc: 0.392, TePRC: 0.468, TeAcc: 0.443
019, Loss: 2389.395, TrPRC: 0.357, TrAcc: 0.412, VaPRC: 0.369, VaAcc: 0.466, TePRC: 0.482, TeAcc: 0.523
020, Loss: 2386.858, TrPRC: 0.369, TrAcc: 0.511, VaPRC: 0.410, VaAcc: 0.480, TePRC: 0.496, TeAcc: 0.544
021, Loss: 2387.893, TrPRC: 0.397, TrAcc: 0.547, VaPRC: 0.368, VaAcc: 0.514, TePRC: 0.472, TeAcc: 0.564
022, Loss: 2384.562, TrPRC: 0.381, TrAcc: 0.573, VaPRC: 0.375, VaAcc: 0.473, TePRC: 0.476, TeAcc: 0.530
023, Loss: 2381.992, TrPRC: 0.395, TrAcc: 0.524, VaPRC: 0.391, VaAcc: 0.446, TePRC: 0.459, TeAcc: 0.490
024, Loss: 2378.134, TrPRC: 0.428, TrAcc: 0.497, VaPRC: 0.379, VaAcc: 0.493, TePRC: 0.427, TeAcc: 0.550
025, Loss: 2375.798, TrPRC: 0.437, TrAcc: 0.597, VaPRC: 0.379, VaAcc: 0.527, TePRC: 0.394, TeAcc: 0.570
026, Loss: 2374.015, TrPRC: 0.439, TrAcc: 0.627, VaPRC: 0.395, VaAcc: 0.493, TePRC: 0.436, TeAcc: 0.517
027, Loss: 2372.450, TrPRC: 0.430, TrAcc: 0.555, VaPRC: 0.395, VaAcc: 0.480, TePRC: 0.437, TeAcc: 0.530
028, Loss: 2370.562, TrPRC: 0.433, TrAcc: 0.543, VaPRC: 0.397, VaAcc: 0.493, TePRC: 0.436, TeAcc: 0.537
029, Loss: 2368.672, TrPRC: 0.434, TrAcc: 0.561, VaPRC: 0.401, VaAcc: 0.527, TePRC: 0.438, TeAcc: 0.537
030, Loss: 2366.341, TrPRC: 0.437, TrAcc: 0.591, VaPRC: 0.400, VaAcc: 0.514, TePRC: 0.440, TeAcc: 0.497
031, Loss: 2366.705, TrPRC: 0.431, TrAcc: 0.558, VaPRC: 0.406, VaAcc: 0.561, TePRC: 0.457, TeAcc: 0.557
032, Loss: 2365.800, TrPRC: 0.438, TrAcc: 0.631, VaPRC: 0.407, VaAcc: 0.514, TePRC: 0.444, TeAcc: 0.530
033, Loss: 2362.592, TrPRC: 0.437, TrAcc: 0.611, VaPRC: 0.414, VaAcc: 0.500, TePRC: 0.453, TeAcc: 0.483
034, Loss: 2366.544, TrPRC: 0.426, TrAcc: 0.536, VaPRC: 0.373, VaAcc: 0.649, TePRC: 0.485, TeAcc: 0.664
035, Loss: 2370.023, TrPRC: 0.445, TrAcc: 0.696, VaPRC: 0.403, VaAcc: 0.500, TePRC: 0.478, TeAcc: 0.530
036, Loss: 2360.262, TrPRC: 0.438, TrAcc: 0.583, VaPRC: 0.410, VaAcc: 0.500, TePRC: 0.458, TeAcc: 0.530
037, Loss: 2356.093, TrPRC: 0.441, TrAcc: 0.614, VaPRC: 0.414, VaAcc: 0.439, TePRC: 0.471, TeAcc: 0.456
038, Loss: 2356.041, TrPRC: 0.442, TrAcc: 0.552, VaPRC: 0.388, VaAcc: 0.507, TePRC: 0.443, TeAcc: 0.537
039, Loss: 2354.173, TrPRC: 0.447, TrAcc: 0.617, VaPRC: 0.394, VaAcc: 0.500, TePRC: 0.466, TeAcc: 0.463
040, Loss: 2350.037, TrPRC: 0.451, TrAcc: 0.603, VaPRC: 0.408, VaAcc: 0.493, TePRC: 0.478, TeAcc: 0.450
041, Loss: 2350.197, TrPRC: 0.454, TrAcc: 0.588, VaPRC: 0.388, VaAcc: 0.534, TePRC: 0.472, TeAcc: 0.604
042, Loss: 2354.938, TrPRC: 0.455, TrAcc: 0.690, VaPRC: 0.405, VaAcc: 0.493, TePRC: 0.475, TeAcc: 0.523
043, Loss: 2342.701, TrPRC: 0.459, TrAcc: 0.630, VaPRC: 0.397, VaAcc: 0.486, TePRC: 0.461, TeAcc: 0.530
044, Loss: 2345.065, TrPRC: 0.455, TrAcc: 0.656, VaPRC: 0.440, VaAcc: 0.493, TePRC: 0.494, TeAcc: 0.503
045, Loss: 2355.790, TrPRC: 0.448, TrAcc: 0.583, VaPRC: 0.440, VaAcc: 0.507, TePRC: 0.489, TeAcc: 0.483
